"01","Canada","Language(s) First Learned and Still Understood","   English only","","17352320","8571425","8780885","",
"01","Canada","Language(s) First Learned and Still Understood","   French only","","6703330","3269880","3433450","",
"01","Canada","Language(s) First Learned and Still Understood","   Both English and French","","112580","54115","58460","",
"01","Canada","Language(s) First Learned and Still Understood","   Other languages","20","5470815","2668855","2801955","",
"01","Canada","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","29314755","14398280","14916470","",
"01","Canada","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","25123490","12321755","12801735","",
"01","Canada","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","3612010","1784905","1827105","",
"01","Canada","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","579255","291625","287630","",
"01","Canada","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","27932585","13689465","14243120","",
"01","Canada","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","16222260","7942660","8279600","",
"01","Canada","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","9828695","4809395","5019305","",
"01","Canada","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","1881630","937415","944220","",
"01","Canada","Immigration Characteristics","Total - All persons","","29639035","14564275","15074755","",
"01","Canada","Immigration Characteristics","   Canadian-born population","23","23991910","11841705","12150200","",
"01","Canada","Immigration Characteristics","   Foreign-born population","24","5448480","2622615","2825870","",
"01","Canada","Immigration Characteristics","      Immigrated before 1991","","3617800","1749205","1868595","",
"01","Canada","Immigration Characteristics","      Immigrated between 1991 and 2001","25","1830680","873400","957275","",
"01","Canada","Immigration Characteristics","   Non-permanent residents","26","198640","99955","98685","",
"01","Canada","Aboriginal Population","Total - All persons","","29639030","14564275","15074755","",
"01","Canada","Aboriginal Population","   Aboriginal identity population","27","976305","476700","499605","",
"01","Canada","Aboriginal Population","   Non-Aboriginal population","","28662725","14087570","14575150","",
"01","Canada","Visible Minority Status","Total population by visible minority groups","","29639030","14564275","15074755","",
"01","Canada","Visible Minority Status","   Visible minority population","31","3983845","1945510","2038340","",
"01","Canada","Visible Minority Status","      Chinese","","1029395","499385","530010","",
"01","Canada","Visible Minority Status","      South Asian","","917075","465470","451600","",
"01","Canada","Visible Minority Status","      Black","","662215","316065","346145","",
"01","Canada","Visible Minority Status","      Filipino","","308575","130995","177580","",
"01","Canada","Visible Minority Status","      Latin American","","216980","105735","111245","",
"01","Canada","Visible Minority Status","      Southeast Asian","","198880","98295","100585","",
"01","Canada","Visible Minority Status","      Arab","","194685","105945","88730","",
"01","Canada","Visible Minority Status","      West Asian","","109285","57880","51410","",
"01","Canada","Visible Minority Status","      Korean","","100660","48500","52160","",
"01","Canada","Visible Minority Status","      Japanese","","73315","33315","40000","",
"01","Canada","Visible Minority Status","      Visible minority, n.i.e","28","98915","47270","51650","",
"01","Canada","Visible Minority Status","      Multiple visible minorities","29","73875","36655","37220","",
"01","Canada","Visible Minority Status","   All others","30","25655185","12618765","13036420","",
"01","Canada","Religion","Total - Religion","","29639035","14564275","15074760","",
"01","Canada","Religion","   Catholic","57","12936910","6271675","6665235","",
"01","Canada","Religion","   Protestant","","8654850","4054705","4600145","",
"01","Canada","Religion","   Christian Orthodox","","479620","240800","238820","",
"01","Canada","Religion","   Christian, n.i.e.","58","780450","376715","403735","",
"01","Canada","Religion","   Muslim","","579640","303570","276075","",
"01","Canada","Religion","   Jewish","","329995","160990","169005","",
"01","Canada","Religion","   Buddhist","","300345","142490","157850","",
"01","Canada","Religion","   Hindu","","297200","150075","147125","",
"01","Canada","Religion","   Sikh","","278410","141120","137300","",
"01","Canada","Religion","   Eastern religions","59","37550","18480","19060","",
"01","Canada","Religion","   Other religions","60","63975","29435","34540","",
"01","Canada","Religion","   No religious affiliation","61","4900090","2674220","2225870","",
"01","Canada","School Attendance","Total population 15 years and over attending school full time","","2777225","1357570","1419655","",
"01","Canada","School Attendance","   Age group 15-19 attending full time","50","1501070","760360","740710","",
"01","Canada","School Attendance","   Age group 20-24 attending full time","","774930","365970","408965","",
"01","Canada","School Attendance","Total population 15 years and over attending school part time","","1119650","483820","635830","",
"01","Canada","School Attendance","   Age group 15-19 attending part time","50","73130","37790","35340","",
"01","Canada","School Attendance","   Age group 20-24 attending part time","","166600","82245","84355","",
"01","Canada","Highest Level of Schooling","Total population aged 20-34","","5916935","2929085","2987850","",
"01","Canada","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","15.6","17.8","13.3","",
"01","Canada","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","30.9","32.6","29.2","",
"01","Canada","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","10.8","12.9","8.7","",
"01","Canada","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","19.9","16.8","23","",
"01","Canada","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","22.9","19.9","25.8","",
"01","Canada","Highest Level of Schooling","Total population aged 35-44","","5074090","2490710","2583380","",
"01","Canada","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","19.6","21.4","18","",
"01","Canada","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","25.1","23","27.1","",
"01","Canada","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","13.7","17.4","10","",
"01","Canada","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","19.7","16.6","22.7","",
"01","Canada","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","21.9","21.6","22.2","",
"01","Canada","Highest Level of Schooling","Total population aged 45-64","","7241135","3561165","3679970","",
"01","Canada","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","29","28.3","29.6","",
"01","Canada","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","22.9","20.3","25.5","",
"01","Canada","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","12.8","17","8.7","",
"01","Canada","Highest Level of Schooling","   % of the population aged 45-64 with a college certificate or diploma","47","15","12.4","17.6","",
"01","Canada","Highest Level of Schooling","   % of the population aged 45-64 with a university certificate, diploma or degree","","20.3","22","18.6","",
"01","Canada","Earnings in 2000"," All persons with earnings (counts)","48","16415785","8664545","7751235","",
"01","Canada","Earnings in 2000"," Average earnings (all persons with earnings ($))","","31757","38347","24390","",
"01","Canada","Earnings in 2000"," Worked full year, full time (counts)","49","8685225","5093705","3591525","R",
"01","Canada","Earnings in 2000"," Average earnings (worked full year, full time ($))","","43298","49224","34892","",
"01","Canada","Income in 2000","Persons 15 years of age and over with income","53","22723050","","","",
"01","Canada","Income in 2000","Median total income of persons 15 years of age and over ($)","54","22120","","","",
"01","Canada","Income in 2000","Composition of total income (100%)","62","100","","","",
"01","Canada","Income in 2000","   Earnings - % of income","","77.1","","","",
"01","Canada","Income in 2000","   Government transfers - % of income","","11.6","","","",
"01","Canada","Income in 2000","   Other money - % of income","","11.3","","","",
"01","Canada","Language Used Most Often at Work","Total - Population 15 years and over who worked since 2000","44","16961080","8942050","8019030","",
"01","Canada","Language Used Most Often at Work","   English","","12933340","6824295","6109045","",
"01","Canada","Language Used Most Often at Work","   French","","3415095","1801760","1613340","",
"01","Canada","Language Used Most Often at Work","   Non-official language","","239340","122575","116770","",
"01","Canada","Language Used Most Often at Work","   English and French","","271655","140735","130930","",
"01","Canada","Language Used Most Often at Work","   English and non-official language","","83410","43165","40240","",
"01","Canada","Language Used Most Often at Work","   French and non-official language","","5990","3030","2960","",
"01","Canada","Language Used Most Often at Work","   English, French and non-official language","","12240","6495","5740","",
"01","Canada","Place of Work Status","Employed labour force 15 years and over","32","14695130","7810290","6884840","",
"01","Canada","Place of Work Status","   Worked at home","","1175760","598075","577685","",
"01","Canada","Place of Work Status","   Worked outside Canada","","68520","47625","20895","",
"01","Canada","Place of Work Status","   No fixed workplace address","","1273445","987190","286255","",
"01","Canada","Place of Work Status","   Worked at usual place","","12177405","6177405","6000000","",
"01","Canada","Mode of Transportation to Work","Total -All modes","33","13450855","7164595","6286255","",
"01","Canada","Mode of Transportation to Work","   Car, truck, van, as driver","","9929470","5629155","4300310","",
"01","Canada","Mode of Transportation to Work","   Car, truck, van, as passenger","","923975","374605","549365","",
"01","Canada","Mode of Transportation to Work","   Public transit","","1406585","571370","835215","",
"01","Canada","Mode of Transportation to Work","   Walked or bicycled","","1043995","503215","540780","",
"01","Canada","Mode of Transportation to Work","   Other method","","146835","86245","60590","",
"01","Canada","Unpaid Work"," Persons reporting hours of unpaid work","34","21739780","10281265","11458520","",
"01","Canada","Unpaid Work"," Persons reporting hours of unpaid housework","35","21426245","10076520","11349725","",
"01","Canada","Unpaid Work"," Persons reporting hours looking after children, without pay","36","9102300","4000805","5101495","",
"01","Canada","Unpaid Work"," Persons reporting hours of unpaid care or assistance to seniors","37","4345755","1774620","2571135","",
"01","Canada","Labour Force Indicators"," Participation rate","38","66.4","72.7","60.5","",
"01","Canada","Labour Force Indicators"," Employment rate","39","61.5","67.2","56.1","",
"01","Canada","Labour Force Indicators"," Unemployment rate","40","7.4","7.6","7.2","",
"01","Canada","Industry","Total - Experienced labour force","41","15576565","8311130","7265430","",
"01","Canada","Industry","   Agriculture and other resource-based industries","","856425","635075","221345","",
"01","Canada","Industry","   Manufacturing and construction industries","","3053530","2309735","743795","",
"01","Canada","Industry","   Wholesale and retail trade","","2441420","1263425","1177985","",
"01","Canada","Industry","   Finance and real estate","","894985","371335","523655","",
"01","Canada","Industry","   Health and education","","2532385","623470","1908915","",
"01","Canada","Industry","   Business services","","2795040","1685590","1109450","",
"01","Canada","Industry","   Other services","","3002780","1422500","1580280","",
"01","Canada","Occupation","Total - Experienced labour force","41","15576565","8311130","7265430","",
"01","Canada","Occupation","   Management occupations","","1620905","1046525","574380","",
"01","Canada","Occupation","   Business, finance and administration occupations","","2768375","752120","2016255","",
"01","Canada","Occupation","   Natural and applied sciences and related occupations","","1003815","788195","215615","",
"01","Canada","Occupation","   Health occupations","","812200","169455","642745","",
"01","Canada","Occupation","   Social science, education, government service and religion","","1205185","406665","798520","",
"01","Canada","Occupation","   Art, culture, recreation and sport","","435680","200125","235555","",
"01","Canada","Occupation","   Sales and service occupations","","3677380","1570050","2107335","",
"01","Canada","Occupation","   Trades, transport and equipment operators and related occupations","","2294620","2133150","161470","",
"01","Canada","Occupation","   Occupations unique to primary industry","","667550","514085","153460","",
"01","Canada","Occupation","   Occupations unique to processing, manufacturing and utilities","","1090860","730760","360100","",
"01","Canada","Selected Family Characteristics","Total number of families","","8371020","","","",
"01","Canada","Selected Family Characteristics","   Number of married-couple families","","5901425","","","",
"01","Canada","Selected Family Characteristics","   Average number of persons in married-couple families","","3.1","","","",
"01","Canada","Selected Family Characteristics","   Number of common-law couple families","11","1158410","","","",
"01","Canada","Selected Family Characteristics","   Average number of persons in common-law-couple families","11","2.8","","","",
"01","Canada","Selected Family Characteristics","   Number of lone-parent families","12","1311190","","","",
"01","Canada","Selected Family Characteristics","   Average number of persons in lone-parent families","12","2.5","","","",
"01","Canada","Selected Family Characteristics","   Number of female lone-parent families","12","1065365","","","",
"01","Canada","Selected Family Characteristics","   Average number of persons in female lone-parent families","12","2.5","","","",
"01","Canada","Selected Family Characteristics","   Number of male lone-parent families","12","245825","","","",
"01","Canada","Selected Family Characteristics","   Average number of persons in male lone-parent families","12","2.4","","","",
"01","Canada","Selected Family Characteristics","Median family income, 2000 ($) - All census families","51","55016","","","",
"01","Canada","Selected Family Characteristics","   Median family income, 2000 ($) - Couple families","52","60345","","","",
"01","Canada","Selected Family Characteristics","   Median family income, 2000 ($) - Lone-parent families","","30791","","","",
"01","Canada","Selected Household Characteristics","Total - All private households","","11562975","","","",
"01","Canada","Selected Household Characteristics","   Households containing a couple (married or common-law) with children","13","3530180","","","",
"01","Canada","Selected Household Characteristics","   Households containing a couple (married or common-law) without children","14","3237620","","","",
"01","Canada","Selected Household Characteristics","   One-person households","","2976875","","","",
"01","Canada","Selected Household Characteristics","   Other household types","15","1818300","","","",
"01","Canada","Selected Household Characteristics","Median household income, 2000 ($) - All households","","46752","","","",
"01","Canada","Selected Household Characteristics","   Median household income, 2000 ($) - One-person households","","21931","","","",
"01","Canada","Selected Household Characteristics","   Median household income, 2000 ($) - Two-or-more-persons households","","57250","","","",
"01","Canada","Selected Household Characteristics","Number of rented dwellings","55","3886880","","","",
"01","Canada","Selected Household Characteristics","   Average gross monthly payments for rented dwellings ($)","","648","","","",
"01","Canada","Selected Household Characteristics","Number of owner-occupied dwellings","56","7417525","","","",
"01","Canada","Selected Household Characteristics","   Average monthly payments for owner-occupied dwellings ($)","","835","","","",
"01","Canada","Selected Occupied Private Dwelling Characteristics","Total number of dwellings","16","11562975","","","",
"01","Canada","Selected Occupied Private Dwelling Characteristics","   Number of owned dwellings","17","7610390","","","",
"01","Canada","Selected Occupied Private Dwelling Characteristics","   Number of rented dwellings","18","3907170","","","",
"01","Canada","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed before 1991","","9855855","","","",
"01","Canada","Selected Occupied Private Dwelling Characteristics","   Number of dwellings constructed between 1991 and 2001","","1707120","","","",
"01","Canada","Selected Occupied Private Dwelling Characteristics","   Average value of dwelling ($)","","162709","","","",
"01","Canada","Health Status","Self-rated health, 2005","62","60.1","60.6","59.6","",
"01","Canada","Health Status","   Low 95% confidence interval","","59.7","60","59.1","",
"01","Canada","Health Status","   High 95% confidence interval","","60.5","61.1","60.1","",
"01","Canada","Health Status","Adult obesity, 2005","63","15.5","16.8","14.2","",
"01","Canada","Health Status","   Low 95% confidence interval","","15.1","16.3","13.8","",
"01","Canada","Health Status","   High 95% confidence interval","","15.8","17.3","14.6","",
"01","Canada","Health Status","Self-rated mental health, 2005","64","72.9","73.2","72.6","",
"01","Canada","Health Status","   Low 95% confidence interval","","72.6","72.7","72.1","",
"01","Canada","Health Status","   High 95% confidence interval","","73.3","73.7","73.1","",
"01","Canada","Determinants of health","Current smoker, 2005","65","21.7","23.6","19.8","",
"01","Canada","Determinants of health","   Low 95% confidence interval","","21.3","23.1","19.3","",
"01","Canada","Determinants of health","   High 95% confidence interval","","22","24.1","20.2","",
"01","Canada","Determinants of health","Physical activity, 2005","66","51","53.3","48.6","",
"01","Canada","Determinants of health","   Low 95% confidence interval","","50.5","52.7","48.1","",
"01","Canada","Determinants of health","   High 95% confidence interval","","51.4","54","49.2","",
"01","Canada","Determinants of health","Life stress, 2005","67","23.2","22.4","24","",
"01","Canada","Determinants of health","   Low 95% confidence interval","","22.8","21.9","23.4","",
"01","Canada","Determinants of health","   High 95% confidence interval","","23.6","23","24.5","",
"01","Canada","Determinants of health","Sense of community belonging, 2005","68","62.3","61.7","62.9","",
"01","Canada","Determinants of health","   Low 95% confidence interval","","61.9","61.1","62.3","",
"01","Canada","Determinants of health","   High 95% confidence interval","","62.7","62.3","63.4","",
"01","Canada","Health system","Mammography, 2005","69","","","50.8","",
"01","Canada","Health system","   Low 95% confidence interval","","","","49.7","",
"01","Canada","Health system","   High 95% confidence interval","","","","52","",
"01","Canada","Health system","Influenza immunization, 2005","70","32.7","29.8","35.5","",
"01","Canada","Health system","   Low 95% confidence interval","","32.4","29.3","35","",
"01","Canada","Health system","   High 95% confidence interval","","33.1","30.4","36.1","",
"01","Canada","Health system","Has a regular medical doctor, 2005","71","85.6","81.7","89.4","",
"01","Canada","Health system","   Low 95% confidence interval","","85.4","81.3","89.1","",
"01","Canada","Health system","   High 95% confidence interval","","85.9","82.2","89.7","",
"10","Newfoundland and Labrador","Population and Dwelling Counts","Population in 2001","1","512930","","","",
"10","Newfoundland and Labrador","Population and Dwelling Counts"," Population in 1996","2","551792","","","",
"10","Newfoundland and Labrador","Population and Dwelling Counts"," 1996 to 2001 population change (%)","","-7","","","",
"10","Newfoundland and Labrador","Population and Dwelling Counts"," Total private dwellings","","227570","","","",
"10","Newfoundland and Labrador","Population and Dwelling Counts"," Population density per square kilometre","","1.4","","","",
"10","Newfoundland and Labrador","Population and Dwelling Counts"," Land area (square km)","","370501.69","","","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","Total - All persons","3","512930","250965","261965","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 0-4","","24820","12705","12110","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 5-14","","63950","32845","31110","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 15-19","","39455","20065","19385","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 20-24","","33870","16720","17145","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 25-44","","151770","72970","78795","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 45-54","","82975","41130","41845","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 55-64","","53035","26520","26515","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 65-74","","35430","17085","18350","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 75-84","","21310","8895","12415","",
"10","Newfoundland and Labrador","Age Characteristics of the Population","   Age 85 and over","","6315","2020","4295","",
"10","Newfoundland and Labrador","Age Characteristics of the Population"," Median age of the population","","38.4","37.9","38.8","",
"10","Newfoundland and Labrador","Age Characteristics of the Population"," % of the population ages 15 and over","","82.7","81.9","83.5","",
"10","Newfoundland and Labrador","Common-law Status","Total - Population 15 years and over","4","424165","205415","218750","",
"10","Newfoundland and Labrador","Common-law Status","   Not in a common-law relationship","","395385","191040","204345","",
"10","Newfoundland and Labrador","Common-law Status","   In a common-law relationship","","28780","14375","14405","",
"10","Newfoundland and Labrador","Legal Marital Status","Total - Population 15 years and over","5","424165","205415","218745","",
"10","Newfoundland and Labrador","Legal Marital Status","   Single","6","131655","69585","62070","",
"10","Newfoundland and Labrador","Legal Marital Status","   Married","7","235015","117515","117505","",
"10","Newfoundland and Labrador","Legal Marital Status","   Separated","8","8485","3730","4760","",
"10","Newfoundland and Labrador","Legal Marital Status","   Divorced","9","20305","9115","11190","",
"10","Newfoundland and Labrador","Legal Marital Status","   Widowed","10","28700","5475","23230","",
"10","Newfoundland and Labrador","Language(s) First Learned and Still Understood","Total - All persons","19","508080","249080","258995","",
"10","Newfoundland and Labrador","Language(s) First Learned and Still Understood","   English only","","499750","244825","254925","",
"10","Newfoundland and Labrador","Language(s) First Learned and Still Understood","   French only","","2180","1140","1035","",
"10","Newfoundland and Labrador","Language(s) First Learned and Still Understood","   Both English and French","","335","170","165","",
"10","Newfoundland and Labrador","Language(s) First Learned and Still Understood","   Other languages","20","5815","2945","2870","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 1 Year Ago","Total population 1 year and over","21","503465","246775","256690","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 1 Year Ago","   Lived at the same address 1 year ago","","451655","221470","230185","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 1 Year Ago","   Lived within the same province/territory 1 year ago, but changed address","","42400","20195","22210","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 1 Year Ago","   Lived in a different province/territory or country 1 year ago","","9405","5105","4300","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 5 Years Ago","Total population 5 years and over","22","483245","236455","246795","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 5 Years Ago","   Lived at the same address 5 years ago","","352625","173880","178745","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 5 Years Ago","   Lived within the same province/territory 5 years ago, but changed address","","112170","53235","58940","",
"10","Newfoundland and Labrador","Mobility Status - Place of Residence 5 Years Ago","   Lived in a different province/territory or country 5 years ago","","18450","9340","9110","",
"10","Newfoundland and Labrador","Immigration Characteristics","Total - All persons","","508075","249075","259000","",
"10","Newfoundland and Labrador","Immigration Characteristics","   Canadian-born population","23","499090","244280","254815","",
"10","Newfoundland and Labrador","Immigration Characteristics","   Foreign-born population","24","8025","4280","3750","",
"10","Newfoundland and Labrador","Immigration Characteristics","      Immigrated before 1991","","6015","3235","2785","",
"10","Newfoundland and Labrador","Immigration Characteristics","      Immigrated between 1991 and 2001","25","2015","1050","965","",
"10","Newfoundland and Labrador","Immigration Characteristics","   Non-permanent residents","26","955","520","440","",
"10","Newfoundland and Labrador","Aboriginal Population","Total - All persons","","508075","249080","259000","",
"10","Newfoundland and Labrador","Aboriginal Population","   Aboriginal identity population","27","18775","9395","9380","",
"10","Newfoundland and Labrador","Aboriginal Population","   Non-Aboriginal population","","489300","239685","249620","",
"10","Newfoundland and Labrador","Visible Minority Status","Total population by visible minority groups","","508075","249075","259000","",
"10","Newfoundland and Labrador","Visible Minority Status","   Visible minority population","31","3850","1985","1865","",
"10","Newfoundland and Labrador","Visible Minority Status","      Chinese","","920","475","450","",
"10","Newfoundland and Labrador","Visible Minority Status","      South Asian","","1010","525","485","",
"10","Newfoundland and Labrador","Visible Minority Status","      Black","","840","400","440","",
"10","Newfoundland and Labrador","Visible Minority Status","      Filipino","","265","115","155","",
"10","Newfoundland and Labrador","Visible Minority Status","      Latin American","","80","50","35","",
"10","Newfoundland and Labrador","Visible Minority Status","      Southeast Asian","","115","60","60","",
"10","Newfoundland and Labrador","Visible Minority Status","      Arab","","270","165","100","",
"10","Newfoundland and Labrador","Visible Minority Status","      West Asian","","80","40","40","",
"10","Newfoundland and Labrador","Visible Minority Status","      Korean","","110","60","45","",
"10","Newfoundland and Labrador","Visible Minority Status","      Japanese","","75","35","40","",
"10","Newfoundland and Labrador","Visible Minority Status","      Visible minority, n.i.e","28","50","45","0","",
"10","Newfoundland and Labrador","Visible Minority Status","      Multiple visible minorities","29","40","25","20","",
"10","Newfoundland and Labrador","Visible Minority Status","   All others","30","504225","247095","257130","",
"10","Newfoundland and Labrador","Religion","Total - Religion","","508075","249080","258995","",
"10","Newfoundland and Labrador","Religion","   Catholic","57","187445","91010","96435","",
"10","Newfoundland and Labrador","Religion","   Protestant","","303195","148570","154630","",
"10","Newfoundland and Labrador","Religion","   Christian Orthodox","","365","185","175","",
"10","Newfoundland and Labrador","Religion","   Christian, n.i.e.","58","2480","1240","1235","",
"10","Newfoundland and Labrador","Religion","   Muslim","","625","425","200","",
"10","Newfoundland and Labrador","Religion","   Jewish","","140","70","70","",
"10","Newfoundland and Labrador","Religion","   Buddhist","","180","70","115","",
"10","Newfoundland and Labrador","Religion","   Hindu","","400","210","195","",
"10","Newfoundland and Labrador","Religion","   Sikh","","130","65","65","",
"10","Newfoundland and Labrador","Religion","   Eastern religions","59","115","40","75","",
"10","Newfoundland and Labrador","Religion","   Other religions","60","135","55","75","",
"10","Newfoundland and Labrador","Religion","   No religious affiliation","61","12865","7130","5735","",
"10","Newfoundland and Labrador","School Attendance","Total population 15 years and over attending school full time","","52830","26155","26675","",
"10","Newfoundland and Labrador","School Attendance","   Age group 15-19 attending full time","50","29475","14820","14655","",
"10","Newfoundland and Labrador","School Attendance","   Age group 20-24 attending full time","","14825","6910","7915","",
"10","Newfoundland and Labrador","School Attendance","Total population 15 years and over attending school part time","","10405","4880","5525","",
"10","Newfoundland and Labrador","School Attendance","   Age group 15-19 attending part time","50","805","445","360","",
"10","Newfoundland and Labrador","School Attendance","   Age group 20-24 attending part time","","1430","800","630","",
"10","Newfoundland and Labrador","Highest Level of Schooling","Total population aged 20-34","","100280","48510","51775","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 20-34 with less than a high school graduation certificate","","20.7","23.5","18.1","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary","46","27.4","28.1","26.7","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 20-34 with a trades certificate or diploma","","19.2","21.3","17.2","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 20-34 with a college certificate or diploma","47","16.4","13.7","19","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 20-34 with a university certificate, diploma or degree","","16.3","13.4","19.1","",
"10","Newfoundland and Labrador","Highest Level of Schooling","Total population aged 35-44","","85045","41160","43890","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 35-44 with less than a high school graduation certificate","","29.9","30.9","28.9","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary","46","16.5","15.7","17.1","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 35-44 with a trades certificate or diploma","","25.3","27.4","23.4","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 35-44 with a college certificate or diploma","47","15.7","13.9","17.4","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 35-44 with a university certificate, diploma or degree","","12.6","12","13.2","",
"10","Newfoundland and Labrador","Highest Level of Schooling","Total population aged 45-64","","135275","66645","68630","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 45-64 with less than a high school graduation certificate","","44.6","41.3","47.7","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary","46","14.1","13","15.3","",
"10","Newfoundland and Labrador","Highest Level of Schooling","   % of the population aged 45-64 with a trades certificate or diploma","","18.8","23.7","14","",
